id,tipo_zona,frente_lote,calle,forma_lote,nombre_zona,tipo_edificio,estilo,calidad_gral,condicion_gral,año_construccion,calidad_exteriores,material_exteriores,condicion_exteriores,calidad_sotano,condicion_sotano,tipo_sotano,calefaccion,calidad_calefaccion,aire_acondicionado,baños_completos,baños_medios,recamaras_sup,calidad_cocina,cuartos_sup,tipo_garage,terminado_garage,num_coches,calidad_garage,condicion_garage,año_venta,mes_venta,tipo_venta,condicion_venta,lat,long,area_sotano_m2,area_1er_piso_m2,area_2o_piso_m2,area_habitable_sup_m2,area_garage_m2,area_lote_m2,precio_miles,valor_misc_miles,precio_m2_miles,precio_m2
1417,RM,60,Pave,Reg,OldTown,2fmCon,2Story,4,6,1885,TA,VinylSd,TA,TA,TA,Unf,GasA,Gd,Y,2,0,4,TA,11,Detchd,Unf,2,TA,TA,2010,4,WD,Normal,42.028863,-93.615497,72.185631,115.757138,96.990732,212.74787,52.02568,1053.52002,122.5,0,0.5757989492444742,575.7989492444742
356,RL,105,Pave,IR2,CollgCr,1Fam,1Story,6,5,1995,Gd,VinylSd,Gd,Gd,Gd,ALQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2007,8,WD,Normal,42.021051,-93.685643,111.4836,111.4836,0,111.4836,48.402463,1045.065847,177.5,0,1.5921624346540657,1592.1624346540657
440,RL,67,Pave,Reg,Edwards,1Fam,1.5Fin,6,8,1920,TA,Wd Sdng,TA,TA,Fa,Unf,GasA,Gd,Y,1,0,3,Gd,7,Detchd,Unf,2,TA,TA,2009,8,ConLI,Normal,42.0228,-93.66304,63.545652,63.545652,47.566336,111.111988,49.052784,1147.723662,110,0.8,0.9899921869816604,989.9921869816603
1058,RL,NA,Pave,IR2,NoRidge,1Fam,2Story,7,6,1994,Gd,HdBoard,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,7,BuiltIn,Fin,2,TA,TA,2009,1,WD,Normal,42.050307,-93.656045,90.394619,90.952037,80.918513,171.87055,43.385701,2783.280977,248,0,1.4429464501044535,1442.9464501044536
764,RL,82,Pave,Reg,NoRidge,1Fam,2Story,8,5,1999,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,8,Attchd,RFn,3,TA,TA,2009,7,WD,Normal,42.050307,-93.656045,116.314556,117.801004,101.914591,219.715595,79.524968,876.07529,337,0,1.5338010030648939,1533.8010030648938
334,RM,59,Pave,Reg,NridgHt,TwnhsE,1Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,6,Attchd,RFn,2,TA,TA,2008,7,WD,Normal,42.060356,-93.657107,126.162274,126.162274,0,126.162274,44.965052,761.618794,207,0,1.6407440468297203,1640.7440468297202
1071,RL,72,Pave,Reg,NAmes,1Fam,1Story,5,5,1956,TA,MetalSd,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2007,6,WD,Normal,42.042966,-93.613556,97.362344,97.362344,0,97.362344,26.570258,943.151256,135,0,1.3865730266313228,1386.5730266313228
320,RL,NA,Pave,Reg,NWAmes,1Fam,SLvl,7,5,1980,TA,Plywood,TA,Gd,TA,GLQ,GasA,TA,Y,2,0,3,TA,6,Attchd,Unf,2,TA,TA,2009,6,WD,Normal,42.051321,-93.633798,127.46291599999999,136.753216,0,136.753216,54.626964,1311.325845,187.5,0,1.371082929413521,1371.082929413521
1206,RL,90,Pave,IR1,SawyerW,1Fam,1Story,7,7,1990,Gd,HdBoard,TA,Gd,TA,ALQ,GasA,Gd,Y,2,0,3,Gd,7,Attchd,RFn,3,TA,TA,2009,6,WD,Normal,42.03554,-93.685131,200.484674,204.014988,0,204.014988,65.125003,1364.187652,271.9,0,1.3327452196796443,1332.7452196796444
319,RL,90,Pave,Reg,NoRidge,1Fam,2Story,7,5,1993,Gd,HdBoard,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,4,Gd,9,Attchd,RFn,3,TA,TA,2009,4,WD,Normal,42.050307,-93.656045,125.14034099999999,127.46291599999999,118.358422,245.821338,60.944368,919.7397,260,0,1.0576787276294135,1057.6787276294135
1229,RL,65,Pave,Reg,NridgHt,TwnhsE,1Story,9,5,2008,Ex,MetalSd,TA,Ex,TA,GLQ,GasA,Ex,Y,1,1,1,Ex,7,Attchd,Fin,3,TA,TA,2008,10,New,Partial,42.060356,-93.657107,158.120906,158.120906,0,158.120906,97.733956,814.666407,367.294,0,2.322868046303757,2322.868046303757
1207,RH,NA,Pave,Reg,SawyerW,1Fam,1Story,4,4,1966,TA,HdBoard,TA,TA,TA,Rec,GasA,TA,Y,1,0,2,TA,5,Detchd,Unf,1,TA,TA,2006,11,WD,Normal,42.03554,-93.685131,98.105568,98.105568,0,98.105568,35.674752,826.8367,107,0,1.0906618470421576,1090.6618470421577
1044,RL,86,Pave,Reg,SawyerW,1Fam,2Story,7,5,1990,TA,HdBoard,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,4,Gd,10,Attchd,Unf,2,TA,TA,2008,5,WD,Normal,42.03554,-93.685131,137.031925,142.327396,74.043691,216.371087,47.752142,1099.878617,262.28,0,1.2121767452228955,1212.1767452228955
891,RL,60,Pave,Reg,NAmes,1Fam,1.5Fin,5,7,1949,TA,MetalSd,Gd,TA,TA,Unf,GasA,Ex,Y,1,0,3,TA,6,Detchd,Unf,2,TA,TA,2007,7,WD,Normal,42.042966,-93.613556,62.430816,62.430816,23.411556,85.842372,53.512128,749.169792,122.9,2,1.4316938958769687,1431.6938958769688
1297,RL,80,Pave,Reg,NAmes,1Fam,1Story,5,6,1963,TA,MetalSd,Gd,TA,TA,ALQ,GasA,Gd,Y,2,0,3,TA,6,Attchd,RFn,2,TA,TA,2008,12,WD,Normal,42.042966,-93.613556,104.05136,104.794584,0,104.794584,48.774074999999996,808.2561,155,0,1.4790840717493567,1479.0840717493568
1054,RL,68,Pave,Reg,Edwards,1Fam,1Story,5,6,1957,TA,HdBoard,TA,TA,TA,Rec,GasA,Ex,Y,1,0,4,TA,7,Basment,Unf,1,TA,TA,2010,5,WD,Normal,42.0228,-93.66304,112.970048,141.769978,0,141.769978,33.816692,795.435486,144.5,0,1.019256700456002,1019.256700456002
762,RM,60,Pave,Reg,BrkSide,1Fam,1Story,5,5,1924,TA,Wd Sdng,TA,TA,TA,LwQ,GasA,TA,Y,1,0,2,Fa,5,Detchd,Unf,2,TA,TA,2009,10,WD,Normal,42.03359,-93.627552,106.373935,120.866803,0,120.866803,40.87732,642.052633,100,0,0.8273570369855815,827.3570369855815
964,RL,122,Pave,IR1,CollgCr,1Fam,1Story,9,5,2007,Gd,VinylSd,TA,Ex,TA,Unf,GasA,Ex,Y,2,0,2,Ex,7,Attchd,Fin,2,TA,TA,2009,5,WD,Normal,42.021051,-93.685643,167.2254,167.2254,0,167.2254,65.217906,1107.682469,239,0,1.4292087206847763,1429.2087206847764
1159,RL,92,Pave,Reg,Somerst,1Fam,1Story,8,5,2007,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,3,TA,TA,2008,6,ConLD,Partial,42.052191,-93.643479,146.78674,146.78674,0,146.78674,77.10949,1108.518596,235.128,0,1.6018340621230498,1601.8340621230498
989,RL,NA,Pave,IR1,NWAmes,1Fam,2Story,6,6,1976,TA,Plywood,TA,TA,TA,LwQ,GasA,TA,Y,2,1,4,Gd,8,Attchd,Fin,2,TA,TA,2007,6,WD,Normal,42.051321,-93.633798,78.781744,103.865554,84.727536,188.59309,51.189553,1119.109538,195,0,1.0339721354584095,1033.9721354584094
1310,RL,NA,Pave,Reg,SawyerW,1Fam,1Story,6,5,1991,TA,HdBoard,TA,Gd,TA,GLQ,GasA,Gd,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2008,6,WD,Normal,42.03554,-93.685131,118.730034,120.216482,0,120.216482,46.079888,664.535159,179.2,0,1.4906441863770392,1490.6441863770392
1216,RL,99,Pave,IR1,Sawyer,1Fam,1Story,5,5,1966,TA,VinylSd,TA,TA,TA,Rec,GasA,TA,Y,1,0,3,TA,5,Detchd,RFn,1,TA,TA,2007,5,WD,Normal,42.033611,-93.669348,83.055282,83.055282,0,83.055282,35.674752,659.053882,125,0,1.5050216794158857,1505.0216794158857
1454,RL,90,Pave,Reg,Mitchel,1Fam,1Story,5,5,2006,TA,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,1,0,3,TA,6,NA,NA,0,NA,NA,2006,7,WD,Abnorml,42.031307,-93.626967,105.90942,105.90942,0,105.90942,0,1599.510951,84.5,0,0.79785159809203,797.85159809203
732,RL,73,Pave,IR1,Timber,1Fam,SLvl,7,5,2003,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,Fin,2,TA,TA,2007,5,WD,Normal,41.998132,-93.648335,80.639804,106.466838,0,106.466838,40.691514,890.93977,187.5,0,1.7611117557562854,1761.1117557562854
1369,RM,NA,Pave,Reg,CollgCr,TwnhsE,1Story,6,5,2003,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,1,0,1,Gd,4,Attchd,Fin,2,TA,TA,2009,6,WD,Normal,42.021051,-93.685643,78.781744,78.781744,0,78.781744,39.01926,412.024805,144,0,1.827834631332863,1827.834631332863
1398,RM,51,Pave,Reg,BrkSide,1Fam,2Story,5,8,1920,TA,MetalSd,TA,TA,TA,Unf,GasA,Ex,Y,1,1,4,TA,8,Detchd,Unf,1,Fa,Fa,2007,5,WD,Normal,42.03359,-93.627552,87.235917,87.235917,53.326322,140.562239,16.72254,568.56636,137.5,0,0.9782143552793008,978.2143552793008
738,RL,72,Pave,IR1,Gilbert,1Fam,2Story,8,5,2005,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,8,Attchd,Fin,3,TA,TA,2006,6,WD,Normal,42.027885,-93.615692,82.962379,83.705603,83.6127,167.318303,74.3224,972.044089,239.9,0,1.433794125918191,1433.794125918191
394,RL,NA,Pave,Reg,BrkSide,1Fam,1Story,4,5,1941,TA,WdShing,TA,TA,TA,Rec,GasA,TA,Y,1,0,2,TA,4,NA,NA,0,NA,NA,2006,4,WD,Abnorml,42.03359,-93.627552,73.207564,73.207564,0,73.207564,0,691.755738,100,0,1.365979067408936,1365.979067408936
905,RL,NA,Pave,IR1,Sawyer,1Fam,1Story,5,6,1967,TA,HdBoard,TA,TA,TA,GLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2007,8,WD,Normal,42.033611,-93.669348,81.383028,83.798506,0,83.798506,26.756064,573.490219,125.5,0,1.4976400653252695,1497.6400653252695
1260,RL,65,Pave,Reg,NAmes,1Fam,1Story,6,8,1969,TA,HdBoard,TA,Gd,TA,ALQ,GasA,Gd,Y,1,1,3,TA,6,Attchd,Unf,2,TA,TA,2008,7,WD,Normal,42.042966,-93.613556,97.919762,97.919762,0,97.919762,42.73538,905.80425,151,0,1.5420789115071583,1542.0789115071582
106,FV,75,Pave,Reg,Somerst,1Fam,2Story,8,5,2003,Gd,VinylSd,TA,Ex,TA,Unf,GasA,Ex,Y,2,1,3,Gd,9,Attchd,RFn,2,TA,TA,2008,8,WD,Normal,42.052191,-93.643479,97.826859,97.826859,87.235917,185.06277599999999,60.201144,870.965625,250,0,1.3508929532106446,1350.8929532106447
301,RL,90,Pave,Reg,Crawfor,2fmCon,1Story,5,5,1953,TA,MetalSd,TA,TA,TA,BLQ,GasA,TA,Y,1,0,2,TA,5,Attchd,Unf,1,TA,TA,2006,6,WD,Normal,42.025949,-93.620215,108.231995,124.118408,0,124.118408,34.838625,1463.22225,157,0,1.2649211549667958,1264.9211549667957
1445,RL,63,Pave,Reg,CollgCr,1Fam,1Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,2,TA,TA,2007,11,WD,Normal,42.021051,-93.685643,132.108066,132.108066,0,132.108066,58.157278,789.6754999999999,179.6,0,1.359493068349059,1359.4930683490588
343,RL,NA,Pave,Reg,NAmes,Duplex,1Story,3,4,1949,TA,Stucco,TA,NA,NA,NA,Wall,Fa,N,2,0,2,TA,6,Detchd,Unf,2,TA,TA,2006,5,WD,Normal,42.042966,-93.613556,0,96.61912,0,96.61912,37.1612,793.763232,87.5,0,0.9056178528639053,905.6178528639052
1123,RL,NA,Pave,IR1,Edwards,1Fam,1Story,4,3,1956,TA,AsbShng,TA,TA,TA,Unf,GasA,Ex,Y,1,0,3,TA,5,Basment,Unf,1,TA,TA,2009,10,COD,Abnorml,42.0228,-93.66304,62.430816,89.18688,0,89.18688,26.756064,829.252178,112,0,1.2557900893046152,1255.7900893046153
168,RL,86,Pave,Reg,NridgHt,1Fam,2Story,8,5,2007,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,1,1,3,Ex,8,Attchd,Fin,3,TA,TA,2007,11,New,Partial,42.060356,-93.657107,146.972546,149.57383,51.189553,200.763383,73.300467,981.241486,325.624,0,1.6219292339778915,1621.9292339778915
1438,RL,96,Pave,Reg,NridgHt,1Fam,1Story,8,5,2008,Ex,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,2,Ex,7,Attchd,Fin,3,TA,TA,2008,11,New,Partial,42.060356,-93.657107,179.488596,179.488596,0,179.488596,71.906922,1156.084932,394.617,0,2.1985630775116207,2198.5630775116206
659,RL,78,Pave,Reg,NAmes,1Fam,1.5Fin,6,5,1948,TA,VinylSd,TA,TA,TA,Unf,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2010,1,WD,Abnorml,42.042966,-93.613556,84.727536,84.727536,50.725038,135.452574,30.657989999999998,1626.081209,97.5,0,0.7198091340811287,719.8091340811287
411,RL,68,Pave,Reg,Edwards,1Fam,1Story,5,3,1958,TA,BrkComm,Fa,TA,Fa,Unf,GasA,TA,Y,1,0,3,TA,5,Attchd,Unf,1,TA,TA,2009,6,COD,Abnorml,42.0228,-93.66304,118.544228,118.544228,0,118.544228,32.51605,889.174613,60,0,0.5061402061684521,506.1402061684521
347,RL,NA,Pave,IR1,NAmes,1Fam,1Story,6,8,1960,TA,MetalSd,Gd,TA,TA,BLQ,GasA,TA,Y,1,0,2,TA,5,Attchd,RFn,1,TA,TA,2007,4,WD,Normal,42.042966,-93.613556,89.001074,89.001074,0,89.001074,27.963803,1186.557116,151.5,15.5,1.7022266495345888,1702.226649534589
546,RL,NA,Pave,IR1,NWAmes,1Fam,1.5Fin,7,5,1988,Gd,HdBoard,Gd,Gd,Gd,GLQ,GasA,Gd,Y,2,1,4,Gd,9,Attchd,Unf,3,TA,TA,2006,2,WD,Normal,42.051321,-93.633798,111.855212,127.927431,74.879818,202.807249,73.021758,1285.498811,229,0,1.1291509604767627,1129.1509604767627
144,RL,78,Pave,IR1,CollgCr,1Fam,1Story,7,5,1999,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2009,6,WD,Normal,42.021051,-93.685643,138.42547,139.447403,0,139.447403,53.605031,960.152505,204,0,1.462917168848243,1462.917168848243
393,RL,NA,Pave,IR1,NAmes,1Fam,1Story,5,7,1959,TA,MetalSd,TA,NA,NA,NA,GasA,TA,Y,1,0,3,TA,5,Attchd,RFn,1,TA,TA,2007,7,WD,Normal,42.042966,-93.613556,0,81.940446,0,81.940446,27.313482,774.718117,106.5,1.2,1.2997244364522986,1299.7244364522987
658,RL,60,Pave,Reg,Crawfor,1Fam,2Story,7,6,1931,TA,Stucco,Fa,Gd,TA,Unf,GasA,TA,Y,1,1,3,TA,6,Attchd,RFn,1,TA,TA,2008,2,WD,Normal,42.025949,-93.620215,72.092728,79.060453,60.479853,139.540306,25.08381,668.9016,149,0,1.067791839298389,1067.791839298389
746,RL,NA,Pave,IR1,NWAmes,1Fam,2Story,8,9,1976,Ex,VinylSd,Gd,TA,Gd,GLQ,GasA,Ex,Y,3,1,4,Gd,11,BuiltIn,Fin,2,TA,TA,2008,7,WD,Normal,42.051321,-93.633798,106.095226,109.161025,143.07062,252.231645,77.202393,832.689589,299.8,0,1.1885899566646367,1188.5899566646367
1148,RL,75,Pave,Reg,Crawfor,1Fam,2Story,7,7,1941,TA,MetalSd,TA,TA,TA,Rec,GasA,Ex,Y,1,1,3,Fa,7,Attchd,Unf,1,TA,TA,2009,7,WD,Normal,42.025949,-93.620215,65.403712,79.89658,65.403712,145.300292,21.739302,1114.836,174.5,0,1.200961110250212,1200.961110250212
781,RL,63,Pave,Reg,Gilbert,1Fam,1Story,7,5,1995,TA,HdBoard,TA,Gd,Gd,Unf,GasA,Gd,Y,2,0,3,TA,6,Attchd,Fin,2,TA,TA,2007,6,WD,Normal,42.027885,-93.615692,114.921011,116.407459,0,116.407459,37.347006,731.611125,176,0,1.5119306057526778,1511.9306057526778
305,RM,87,Pave,Reg,OldTown,1Fam,2.5Fin,7,9,1880,TA,CemntBd,TA,TA,TA,Unf,GasA,Ex,Y,3,0,3,Gd,10,Attchd,Unf,3,TA,TA,2008,5,WD,Normal,42.028863,-93.615497,136.56741,155.612525,168.897654,324.510179,80.82561,1708.114558,295,0,0.9090623933864337,909.0623933864337
592,RL,97,Pave,IR1,NridgHt,1Fam,2Story,10,5,2008,Ex,CemntBd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,3,Ex,10,BuiltIn,RFn,3,TA,TA,2009,6,ConLI,Normal,42.060356,-93.657107,159.97896599999999,160.536384,52.768904,213.305288,78.224326,1252.146634,451.95,0,2.1187941669781765,2118.7941669781767
147,RM,51,Pave,Reg,BrkSide,1Fam,1Story,5,7,1931,TA,Wd Sdng,TA,TA,TA,BLQ,GasA,TA,Y,1,0,2,TA,5,Detchd,Unf,1,Fa,TA,2009,11,WD,Normal,42.03359,-93.627552,66.425645,81.290125,0,81.290125,16.72254,568.56636,105,0,1.2916698061418899,1291.66980614189
930,RL,NA,Pave,IR1,Gilbert,1Fam,2Story,7,5,1997,TA,HdBoard,TA,Gd,TA,Unf,GasA,Gd,Y,2,1,4,Gd,8,BuiltIn,Fin,2,TA,TA,2006,11,WD,Normal,42.027885,-93.615692,89.558492,92.252679,115.478429,207.731108,59.643726,1208.296418,222,0,1.06868924032312,1068.68924032312
522,RL,90,Pave,IR1,NAmes,1Fam,1Story,6,6,1957,TA,VinylSd,TA,TA,TA,Rec,GasA,Ex,Y,1,1,3,TA,6,Attchd,Unf,1,TA,TA,2007,5,WD,Normal,42.042966,-93.613556,115.571332,115.571332,0,115.571332,31.215408,1113.721164,150,0,1.2978997248210309,1297.899724821031
289,RL,NA,Pave,IR1,Sawyer,1Fam,1Story,5,5,1967,TA,MetalSd,Gd,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,5,Detchd,Unf,1,TA,TA,2010,2,WD,Normal,42.033611,-93.669348,81.940446,83.6127,0,83.6127,26.01284,912.214557,122,0,1.4591084847158386,1459.1084847158386
938,RL,75,Pave,Reg,Somerst,1Fam,2Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,8,Attchd,RFn,2,TA,TA,2009,2,WD,Normal,42.052191,-93.643479,103.401039,103.401039,79.710774,183.111813,64.010167,898.836525,253,0,1.381669461161416,1381.669461161416
229,RL,70,Pave,Reg,Sawyer,1Fam,1Story,5,5,1967,TA,HdBoard,TA,TA,TA,ALQ,GasA,TA,Y,1,0,3,TA,5,Detchd,Unf,1,TA,TA,2010,5,WD,Normal,42.033611,-93.669348,84.727536,84.727536,0,84.727536,31.215408,791.626463,125,0,1.4753173041642567,1475.3173041642567
428,RL,77,Pave,IR1,NAmes,1Fam,1Story,4,6,1957,TA,MetalSd,TA,TA,TA,Rec,GasA,Ex,Y,1,0,3,TA,5,Detchd,Unf,1,TA,TA,2008,7,WD,Normal,42.042966,-93.613556,84.263021,84.263021,0,84.263021,32.701856,798.315479,109.008,0,1.293663563284777,1293.663563284777
1246,RL,78,Pave,Reg,NWAmes,1Fam,SLvl,6,7,1984,TA,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,3,1,3,TA,7,BuiltIn,Fin,2,TA,TA,2007,1,WD,Abnorml,42.051321,-93.633798,54.348255,105.90942,67.633384,173.542804,44.314731,1123.19727,178,0,1.0256835541276608,1025.6835541276607
644,RL,80,Pave,Reg,NWAmes,1Fam,2Story,5,5,1969,TA,WdShing,TA,TA,TA,Rec,GasA,Ex,Y,2,1,4,TA,7,Attchd,Fin,2,TA,TA,2007,4,WD,Normal,42.051321,-93.633798,72.46433999999999,72.46433999999999,78.03852,150.50286,42.921186,1002.702079,152,0,1.0099475850492143,1009.9475850492144
248,RL,75,Pave,Reg,NAmes,1Fam,1Story,6,5,1954,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Ex,Y,1,0,2,TA,5,Attchd,Unf,2,TA,TA,2006,6,WD,Normal,42.042966,-93.613556,126.998401,127.741625,0,127.741625,41.899253,1050.73293,140,0,1.095962259756755,1095.9622597567552
340,RL,66,Pave,IR1,NAmes,1Fam,1Story,6,7,1958,TA,Wd Sdng,TA,TA,Fa,Rec,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2009,6,WD,Normal,42.042966,-93.613556,112.877145,112.877145,0,112.877145,27.592191,1151.9972,155,0,1.3731743480932301,1373.17434809323
1302,RL,NA,Pave,IR1,Crawfor,1Fam,2Story,6,7,1942,TA,Wd Sdng,TA,TA,TA,BLQ,GasA,Fa,Y,1,0,3,Gd,7,Attchd,Unf,1,TA,TA,2009,11,WD,Normal,42.025949,-93.620215,71.628213,69.955958999999993,68.841123,138.797082,19.788339,696.7725,177.5,0,1.2788453290394104,1278.8453290394104
828,RL,65,Pave,IR1,SawyerW,1Fam,1Story,7,5,2001,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2009,4,WD,Normal,42.03554,-93.685131,135.080962,133.222902,0,133.222902,48.959881,792.369687,189,0,1.4186749962855485,1418.6749962855486
68,RL,72,Pave,IR1,CollgCr,1Fam,1Story,7,5,2003,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,2,TA,TA,2007,6,WD,Normal,42.021051,-93.685643,134.988059,137.403537,0,137.403537,51.839874,990.810495,226,0,1.6447902647513362,1644.790264751336
316,RL,71,Pave,IR1,Gilbert,1Fam,2Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,6,Attchd,Fin,2,TA,TA,2009,7,WD,Normal,42.027885,-93.615692,66.518548,66.518548,66.518548,133.037096,40.134096,724.178885,188.5,0,1.4168980357177972,1416.8980357177973
239,RL,93,Pave,Reg,NridgHt,1Fam,1Story,8,5,2007,Ex,VinylSd,TA,Ex,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Attchd,Fin,3,TA,TA,2007,12,New,Partial,42.060356,-93.657107,157.377682,157.377682,0,157.377682,75.994654,1117.62309,318,0,2.0206168750153535,2020.6168750153536
1228,RL,72,Pave,Reg,NAmes,1Fam,1Story,5,8,1965,TA,VinylSd,TA,TA,TA,ALQ,GasA,Ex,Y,1,0,2,Gd,5,Detchd,Unf,2,TA,TA,2008,12,WD,Normal,42.042966,-93.613556,84.727536,84.727536,0,84.727536,53.512128,824.235416,147,0,1.7349731496971657,1734.9731496971656
945,RL,NA,Pave,IR1,Timber,1Fam,SLvl,6,6,1958,TA,HdBoard,TA,TA,TA,GLQ,GasA,Gd,Y,1,0,3,Gd,7,Basment,RFn,2,TA,TA,2009,1,COD,Abnorml,41.998132,-93.648335,76.087557,124.861632,0,124.861632,48.774074999999996,1335.480625,137.5,0,1.1012189877511773,1101.2189877511773
569,RL,79,Pave,IR1,SawyerW,1Fam,1.5Fin,8,8,1983,Gd,Wd Sdng,TA,Gd,TA,GLQ,GasA,Ex,Y,1,1,1,Gd,5,BuiltIn,Fin,2,Gd,TA,2009,9,WD,Normal,42.03554,-93.685131,138.982888,138.982888,59.086308,198.069196,56.856636,1145.215281,316.6,0,1.5984312876193025,1598.4312876193026
941,RL,55,Pave,IR1,Mitchel,Duplex,1Story,6,5,1976,TA,Plywood,TA,TA,TA,Rec,GasA,TA,Y,2,0,4,TA,8,Attchd,Unf,2,TA,TA,2006,7,WD,Normal,42.031307,-93.626967,160.536384,160.536384,0,160.536384,53.326322,1174.29392,150.9,0,0.93997383172652,939.9738317265201
219,RL,NA,Pave,IR1,Crawfor,1Fam,1.5Fin,7,9,1939,Gd,VinylSd,Gd,TA,TA,BLQ,GasA,Ex,Y,1,1,3,Gd,8,Attchd,Unf,2,TA,TA,2008,5,WD,Normal,42.025949,-93.620215,74.136594,105.630711,75.901751,181.532462,40.041193,1454.86098,311.5,0,1.7159465396332254,1715.9465396332255
534,RL,50,Pave,Reg,BrkSide,1Fam,1Story,1,3,1946,Fa,VinylSd,Fa,NA,NA,NA,GasA,Fa,N,1,0,1,Fa,2,NA,NA,0,NA,NA,2007,1,WD,Normal,42.03359,-93.627552,0,31.029602,0,31.029602,0,464.515,39.3,0,1.266532519495416,1266.532519495416
1444,RL,NA,Pave,Reg,BrkSide,1Fam,1.5Unf,6,6,1916,TA,Wd Sdng,TA,TA,TA,Unf,Grav,Fa,N,1,0,2,Fa,4,Detchd,Unf,1,Fa,Po,2009,5,WD,Normal,42.03359,-93.627552,88.443656,88.443656,0,88.443656,17.837376,822.563162,121,0,1.3681026483120506,1368.1026483120506
1305,RM,32,Pave,Reg,Edwards,TwnhsE,2Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Detchd,Unf,2,TA,TA,2006,4,WD,Normal,42.0228,-93.66304,90.673328,90.673328,68.004996,158.678324,35.30314,312.432789,130,0,0.8192675390244227,819.2675390244227
1139,RL,NA,Pave,IR1,Mitchel,1Fam,1Story,6,5,1977,TA,Plywood,TA,TA,TA,ALQ,GasA,TA,Y,2,0,2,Gd,5,Attchd,RFn,2,TA,TA,2009,5,WD,Normal,42.031307,-93.626967,145.579001,145.579001,0,145.579001,66.332742,912.214557,196,0,1.346348021717775,1346.348021717775
57,FV,24,Pave,Reg,Somerst,Twnhs,2Story,8,5,1999,Gd,MetalSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,Fin,2,TA,TA,2009,8,WD,Abnorml,42.052191,-93.643479,90.11591,91.323649,70.234668,161.558317,44.59344,245.728435,172.5,0,1.0677259035819247,1067.7259035819247
696,RL,54,Pave,IR1,Timber,1Fam,1Story,6,6,1987,TA,HdBoard,TA,Gd,Gd,GLQ,GasA,Gd,Y,2,0,2,Gd,5,Attchd,Unf,2,TA,TA,2006,7,WD,Normal,41.998132,-93.648335,103.308136,105.630711,0,105.630711,51.189553,1283.083333,176,0,1.6661821011504883,1666.1821011504883
670,RL,80,Pave,Reg,Crawfor,1Fam,1Story,4,5,1922,TA,MetalSd,TA,Fa,TA,Unf,GasA,Ex,Y,1,0,2,Fa,5,Detchd,Unf,1,TA,Fa,2006,7,WD,Normal,42.025949,-93.620215,65.0321,109.62554,0,109.62554,23.411556,1077.6748,137.5,0,1.254269762319985,1254.269762319985
970,RL,75,Pave,Reg,NAmes,2fmCon,SLvl,6,5,1958,TA,HdBoard,Fa,TA,TA,ALQ,GasA,TA,Y,1,0,2,TA,6,Attchd,RFn,1,TA,TA,2006,3,ConLD,Normal,42.042966,-93.613556,54.626964,101.728785,0,101.728785,24.526392,964.518946,140,0,1.3762083170461537,1376.2083170461538
